id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
7303,1998-06-14,"I-95 Gasoline Spill; Housatonic River, Connecticut","Housatonic River, Connecticut",41.25,-73.0917,,,gasoline,,,,,,9000,9,"At 1730 on 14 June, a fuel truck carrying approximately 9,000 gallons of gasoline on I-95 (northbound) overturned on a bridge spanning the Housatanic River (CT) at mile 3.9.  No injuries were reported, but nearly all of the gasoline spilled into the river. MSO Long Island Sound is the FOSC and has set up a command post on scene. The Milford, Stratford, and Bridgeport Fire and Police Departments are assisting. Vacuum trucks are removing the several hundred gallons of gasoline that remain in the overturned truck. The CT State Police are conducting alcohol and drug tests on the driver. Weather conditions have not been conducive to evaporation and a  significant explosive and inhalation danger remains.  North and south bound lanes of I-95 expect to remain closed through 0400 (6/15). The river current is pushing the product downstream and will eventually disperse the vast majority of it.  American Environmental Technologies has been identified as the responsible party.  An overflight of the effected area is scheduled for first light.  USCG district 1.  Keyword: vacuum trucks."
7302,1998-06-13,"Methyl Acrylate Tank; Houston, TX","Houston, TX",29.7368,-95.2739,,,Methyl Acrylate,,,,,,57000,8,"At a facility just off the Houston Ship Channel - Houston, Texas,  a tank containing as much as 57,000 gallons of Methyl Acrylate was undergoing an uncontrolled polymerization reaction.  A problem had developed with the tanks inhibitor pump triggering an exothermic reaction.  The tank was being kept cool by dousing it with water in an attempt to prevent an over pressurization explosion.  The tank measured 32' high by 42' in diameter and there were reports of the product being at the 5.5' level within the tank, but the exact nature and state of the product was not known.  Tank temperatures were reported to be in the 180? F - 220? F range.  USCG district 8."
7301,1998-06-10,"Barge Coastal 2010; Marseilles Locks, Illinois River","Marseilles Locks, Illinois River",41.318,-88.6879,Oil,,#6 fuel oil,,,,,,840000,13,"At approximately 1245 CDT, the south bound (down river) M/V Les Sutton, pushing four barges, made up two by two, grounded one mile south of the Marseilles locks in the Illinios River.  The grounded barge, ""Coastal 2010"" is carrying approximately 20,000 barrels of No. 6 fuel.  No release has been reported and the potential for release is considered low due the soft muddy sediments.  USCG district 2.  Keyword: potential."
7300,1998-05-31,"Zinc Bromide Spill; Freshwater City, Louisiana","Freshwater City, Louisiana",29.7697,-91.9148,,,zinc bromide,,,,,,,1,"On Sunday 31 May 1998 MSO Morgan City received a report of the discharge, from a rig, of 210 gallons of zinc bromide in Freshwater City, Louisiana.  The spill was six miles inland from the Gulf of Mexico.  Intertidal, brackish water, in a small dead-end slip.  The D8 SSC was contacted and after consulting with Jerry Galt of NOAA Hazmat and Charlie Henry of LSU, the MSO was provided with information on product recoverability potential (low), hazards for field personnel working the spill and aquatic toxicity information.  USCG district 8."
7299,1998-05-30,"Nat. Gas Platform; 20 miles due south of Galveston, Texas","20 miles due south of Galveston, Texas",28.7833,-94.8,,,condensate,,,,,,,1,"On Saturday 30 May 1998 MSD Galveston received a report of a condensate release from a Natural Gas Platform.  The platform is located in position 28-47.0N, 94-48.0W, or about 20 miles due south of Galveston, Texas.  An estimated 1/2 barrel of condensate had been released from the rig and it had formed a 10 yd x 2 mile light sheen.  The source was reported to be secured.  The D8 SSC was contacted and their main concern was potential for shoreline impact.  USCG district 8."
7298,1998-05-29,"Barge Domar #6502; Aguirre, Puerto Rico","Aguirre, Puerto Rico",17.9317,-66.265,,,#2 fuel oil,,,,,,2310000,9,"The T/B Domar 6502, a single hull and bottom vessel ran aground off the south east coast of Puerto Rico at approximately 1400 (2PM local time).  The vessel's position is 17 degrees, 55.9 minutes north and 066 degrees, 15.9 minutes west. near the town of Aguirre which is approximately 25 miles east of Ponce.  The vessel is approximately 1000 yards offshore in about 17 feet of water.  The bottom is reportedly sand.The barge is reportedly carrying 55,000 barrels of #6 fuel oil with a specific gravity of .852 and viscosity of 3 cs @ 100 degrees F.On scene weather reported by MSO San Juan at 1700 local is winds 045/19 mph; seas 2 ft with a 4 foot swell.; barometer is 29.90.NOAA HazMat has been asked to provide trajectory and resources at risk information as well as a weather forecast, ADIOS oil fate information, tide information, and a preliminary evaluation of dispersant and in-situ burn countermeasure use in the event of a release.  USCG district 7."
7296,1998-05-28,"Barge Ocean 211; Pascagoula, MS","Pascagoula, MS",30.2167,-88.5083,,,"gas, diesel and jet fuel",,,,,,208000,9,"The Barge Ocean 211 is grounded at Horn Pass near Pascagoula, MS at location 30?13""N, 88?30.5""W.  The vessel is carrying 208,000 barrels of gas, diesel and jet fuel, but is not leaking any product at this time.  It is not known what the bottom type is where the vessel is resting.  Tidal heights are decreasing which could result in the vessel remaining grounded if it is not moved within the next few tide cycles.  The weather outlook for the next few days is winds SE at 5-10 knots, seas 3 feet, high temperatures in the 90's, low temperatures in the 70's  USCG district 8."
7297,1998-05-28,"T/B Atlantic; Eagle Island, North Carolina","Eagle Island, North Carolina",34.27,-78.0,,,unknown liquid material,,,,,,,6,"USCG MSO Wilmington conducted a detailed boarding of the uninspected towing vessel (UTC) Porpoise and the barge Atlantic on May 28, 1998, to determine compliance with pollution prevention regulations.  The  Porpoise had brought the Atlantic into the Port of Wilmington and both vessels were moored at the Eagle Island terminal.  Initial reports from the crew of the Porpoise and her owners suggested that the Atlantic was only carrying ""clean ballast.""  However, MSO Wilmington investigators were given reports that the tank barge was carrying liquid waste material, or possibly vegetable oils,  or possible tank washings consisting of various edible oil residues and caustic-based solvents.   On June 5, 1998, the owner of the Atlantic arranged for a marine chemist to evaluate the condition of the barge and to take samples of the liquid carried in the tanks.  Those samples were to be sent to a laboratory for analysis.  The marine chemist's atmospheric monitoring revealed that at least three of the cargo tanks were oxygen deficient (<15% oxygen).  During the sampling, MSO personnel observed liquid material that was very different from ballast water in several barge wing tanks (#1 port, #1 and #5 starboard) .MSO Wilmington also sampled a number of the cargo tanks of the vessel including an 1800 gallon integral diesel fuel tank located in the aft rake of the barge.  Those samples were forwarded to the USCG Marine Safety Laboratory (Case Number 98-213) to classify the materials in the barge for regulatory purposes.  USCG district 5.  Keyword: none."
7294,1998-05-20,"Pelto Number 1; offshore of Whiskey Pass, Louisiana","offshore of Whiskey Pass, Louisiana",29.0052,-90.741,,,crude oil,,,,,,,8,"At about 0630 local time 20 May, a leak was discovered in a pipeline on the oil lease Pelto Number 1 west of the Mississippi delta offshore of Whiskey Pass, Louisiana.  A brown oil slick 3/4 mile by 2 1/2 mile is at 29 degrees 00 minutes 31 seconds North, 090 degrees 44 minutes 46 seconds West.  Winds are south 10 knots, seas 2 feet.  An overflight is in progress.  USCG district 8."
7295,1998-05-20,"Point Au Far Island; Point Au Far Island, LA","Point Au Far Island, LA",29.3667,-91.3833,,,diesel,,,,,,400,7,"Sometime this morning an estimated 300-400 gallon diesel spill was discovered in the Atchafalaya channel near Point Au Far Island, LA at position 29 degrees 22 minutes North, 091 degrees 23 minutes West.   Rainbow sheen covers an area 3 miles by 3 miles in the ship channel.  USCG district 8."
7293,1998-05-02,Texas Coast Mystery Slick; Texas Coast,Texas Coast,27.6667,-93.6167,,,oil,,,,,,,1,"At 2330 on Saturday, May 2, 1998 the D8 SSC was contacted by MSU Galveston concerning the report of a slick off the Texas Coast.A ten mile long slick of ""thick light brown oil"" had been reported in position, lat: 27-40.0 N, long: 93-37.0 W or just south of the East Flower Garden Bank, National Marine Santuary.  The report was that four slicks of thick light brown oil extended for a distance of ten miles north of the above position.  The northern end of the slick was a ""diesel like"" sheen.The SSC consulted with Jerry Galt and Glen Watabayashi of NOAA HAZMAT in Seattle and provided the Coast Guard with a verbal trajectory.  Seattle HAZMAT used the Texas General Land Office's (TGLO) TABS buoy system current information as well as current and forecasted weather information to evaluate the situation.  It was determined that the slick would most likely move to the WNW of the reported position at approximately 1/3 to 1/2 of a knot.  The reported position was as of 1730 on Saturday afternoon and due to logistical constraints the MSU was unable to schedule an overflight until Sunday afternoon.  In this interim the slick could be expected to move 10 miles to the WNW.On Sunday afternoon the Coast Guard conducted an overflight and with the trajectory information provided, they were able to successfully locate the slick.  The overflight revealed a 200 x 200 yard slick of light brown oil which was somewhat patchy.  It is believed that either the initial report overestimated the amount of product or the majority had already evaporated.  Due to the distance offshore (100 miles) and the small amount of product no further response was warranted.  USCG district 8."
7292,1998-04-27,Barge Chesapeake; Gulf of Mexico,Gulf of Mexico,28.8929,-89.4586,,,"ethylene glycol monoethyl ether acetate, alkyl sulfonic acid, piperazine, acetone, phosphoric acid, sulfuric acid",,,,,,,19,"While en route from Houston, Texas to New Orleans, Louisiana the barge CHESEAKEAK TRADER, Towed by the Tug CAPTAIN BILL suffered a structural failure of unknown origin and lost several containers overboard.  Approximately 26 containers from the first tier (hatch) and 4 containers from the second hatch were lost overboard and into the Gulf of Mexico, they have not yet been located.  The damaged tiers of containers do hold some hazardous materials and some may have been lost over the side.  The nature of the hazardous materials are mostly flammable liquids and acids.  No oxidizers, poisons, or explosive substances have been identified.Overflights were conducted by a Falcon Jet out of ATC Mobile and by MSO personnel aborad a HH-65 from air station New Orleans.An initial planning meeting was held at 1500 at the New Orleans MSO, in attendance were; USCG, NOAA, Louisiana State Police-Hazmat, NOFD-Hazmat, Louisiana Department of Environmental Quality, salvage representatives, response contractors, cargo owner and the tug operator's representative.  At this initial meeting all known hazards were identified, all parties concerns were addressed and initial objectives were set.Currently the tug and barge are en-route to the mouth of the Mississippi River Gulf Outlet (MRGO).  The MRGO is a channel which bypasses the Mississippi River and leads to the industrial canal of New Orleans.  The tug will be met by a USCG 41' patrol boat.  On board are members of the MSO and Gulf Strike Team.  They will conduct a visual inspection of the vessel and cargo stability and conduct basic air monitoring.  They will not be boarding the tug or barge.  Upon completion of this inspection a second planning meeting will be held later this evening (est. 1830).  At this time it is believed that the barge will be allowed to transit up the MRGO to the Sea-Land terminal in the industrial canal.  Once the barge is alongside more extensive air monitoring and initial space entries and assessments can be made.  Once a detailed assessment is made the containers can be safely removed.NOAA has provided chemical characterization, CAMEO runs and interpretation, hazards assessment and weather support to this incident.Attached are two photos of the barge and damaged containers taken by MSO New Orleans on 4/27.  They are saved in JPEG format.For those reading this message via FirstClass Client software:Mac users:  Option-double-click to view, print, or save the attached JPEG files.Windows users:  Control-double click to view or download the attached JPEG files.Contact:SSC Todd BridgemanAt MSO New Orleans, command center 504-589-7471, 7472, 7473or via pager,or 206-526-6317 and ask to have paged.  USCG district 8."
7291,1998-04-20,"F/V Granny B; Pamlico Sound, North Carolina","Pamlico Sound, North Carolina",35.2242,-76.2115,,,diesel,,,,,,70,8,"On April 20, 1998, the F/V Granny B sank in 10 feet of water in Pamlico Sound North Carolina following a collision with the pleasure craft Adom II.  The terry Ocracoke crew reported a light sheen coming from the sunken vessel.  The Granny B was reported to have approximately 700 gallons of diesel onboard when she sank.  USCG district 5.  Keyword: sorbent boom."
7290,1998-04-19,"Mystery Tarballs; East Hampton, New York","East Hampton, New York",40.9453,-72.1599,,,tarballs,,,,,,,17,"On 20 April, the US Coast Guard MSO LIS notified NOAA HAZMAT that tarballs began washing ashore Friday, 17 April along a 1/4 mile long stretch of beach at East Hampton, Long Island (NY).  By the morning of 20 April, a 4-5 foot wide band of tarballs of varying distribution stretched approximately 14 miles from East Hampton to Montauk Point.  The Coast Guard has federalized the spill and has hired Miller Environmental to cleanup the tarballs.  Two Miller Environmental crews are currently performing the cleanup.  USCG district 1.  Keyword: none."
7289,1998-04-15,"Barge Hannah 5101; Port Huron, Michigan","Port Huron, Michigan",42.9743,-82.4178,Oil,,#6 fuel oil,,,,,,1850000,11,"NOAA's HAZMAT office was notified that the Barge HANNAH 5101, moored at the Port Huron Marine Terminal (Port Huron, Michigan), has 3 cracks in the exterior hull.  The barge contains approx. 44,000 barrels of floating #6 oil.  At this time there is NO oil in the water.  USCG district 29.  Keyword: potential."
7288,1998-04-06,Zinc Bromide; Gulf of Mexico,Gulf of Mexico,29.0796,-91.3577,,,zinc bromide,,,,,,42500,8,An offshore supply vessel was transferring a solution of zinc bromide to a rig located approximately 60 miles off the coast of Louisiana when a valve was left open and approximately 1012 barrels of the solution (density 15 pounds per gallon) were pumped into the Gulf of Mexico.  USCG district 8.
7286,1998-04-01,"M/V James K. Ellis; Ohio River, MM 638","Ohio River, MM 638",37.9576,-86.0507,,,Diesel,,,,,,15500,10,"The Tug M/V JAMES K ELLIS sank along the left descending bank of the Ohio River, MM 638.  The vessel hit a rock bottom and opened a 2-3 foot hole in #2 fuel tank and possibly #3 fuel tank.  Worse case discharge was 15,500 gallons of diesel fuel.  A six mile sheen was reported (MM 638 - 644).  The sheen was breaking up.  On scene weather is partly cloudy, temperatures in the mid 50's and the river current is 2.0 knots.  USCG district 8."
7287,1998-04-01,Texas Mystery Slick; 65 miles off the Texas coast,65 miles off the Texas coast,28.3017,-96.1627,,,oil,,,,,,,1,"n the afternoon of 01April98 NOAA Hazmat was contacted by USCG MSU Galveston.  They relayed that three large sheens had been reported 65 miles off the Texas coast.  Seattle Hazmat, MASS personnel researched the coastal currents and weather forecast.  The slicks were determined to be no immediate threat to the coast, however, depending upon their exact nature (size, thickness and composition),  on-shore winds, and forecast for the next two days, it could increase the chances of impact.As of 1100CST, 02April98, overflights have failed to detect any sign of the slicks.  The extremely light nature of the sheens and lack of any potential sources within several miles have lead responders to believe that the slicks may have been the result of oily bilge water discharge and most likely have they dissipated.  The NOAA HAZMAT's New Orleans SSC has been in contact with the MSU and is available should any sign of the sheens be located.Point of contact:  NOAA HAZMAT SSC  LTJG Todd Bridgeman  New Orleans, LA  USCG district 8."
7285,1998-03-26,"Mystery Marsh Spill; Long Beach, California","Long Beach, California",33.7194,-118.066,,,hydrochloric acid,,,,,,,6,"A release of hydrochloric acid (HCl) at unknown concentrations was reported in a wetland water-filled depression in the Bolsa Chica wetlands, near Long Beach, California.  Laboratory results indicated high hydrogen (pH 2 - 3) and HCl present.  The depth of the saline or sea water in the depression was reportedly 1 foot.  USCG district 11.  Keyword: none."
7283,1998-03-18,Freighter Grounded; Port Everglades Inlet,Port Everglades Inlet,26.1067,-80.1,,,"#6 fuel oil, #2 diesel, lube oil",,,,,,36000,13,"The container ship M/V Hind is aground 3/4 of a mile north of Port Everglades Inlet at position 26? 6.4'N 80? 6.0'W.  Fuel onboard includes 24,000 gallons of #6 fuel oil, 12,000 gallons of #2 diesel, and 600 gallons of lube oil.  At this time, no information is known about the container cargo.  The Coast Guard reports there is a crack in the ships aft peak bulkhead and water is leaking into the engine room.  USCG district 7."
7284,1998-03-18,"M/V Hind; Fort Lauderdale, Florida","Fort Lauderdale, Florida",26.1067,-80.1,,,"#6 fuel oil, diesel, lube oil",,,,,,36600,6,"The container ship M/V Hind grounded 3/4 of a mile north of Port Everglades Inlet.  Oil onboard included 24,000 gallons of #6 fuel oil, 12,000 gallons of #2 diesel, and 600 gallons of lube oil.  The USCG reported a crack in the ship's aft-peak bulkhead letting water leak into the engine room.  USCG district 7.  Keyword: potential."
7282,1998-03-16,"Yazoo River Barge; St. Joseph Bay, FL","St. Joseph Bay, FL",29.8333,-85.3333,,,#6 fuel oil,,,,,,378000,6,"On March 16, 1998, a barge grounded at 29? 50'N,  85? 20'W in St. Joseph Bay, Florida. The barge is carrying 9, 000 barrels of Fuel Oil No. 6.  At this time, on-scene observers indicate the vessel is not leaking product.  USCG district 8."
7281,1998-03-14,"M/V Kure (grounding); 100 yards off the South Jetty, Entrance Channel, Humboldt Bay, CA","100 yards off the South Jetty, Entrance Channel, Humboldt Bay, CA",40.7653,-124.246,,,potential IFO 180,,,,,,250000,4,"At about 1300, 14 March 1998, USCG Group Humboldt Bay reported to the MSO San Francisco that the M/V Kure was hard aground on a sandy shoal approximately 100 yards off the south jetty of the entrance channel to Humboldt Bay.  The vessel was loaded with wood chips and carried 250,000 gallons of IFO 180 aboard.  The vessel tanks were sounded, and no pollution was reported at the time of the grounding.  The MSO notified the NOAA SSC to be on stand-by to come on-scene in the event oil was released.  Assist tugs were arranged, and the vessel was refloated with out incident the next day.  USCG district 11.  Keyword: potential spill."
7280,1998-03-11,"Barge TMI-80; Port Canaveral, Fl","Port Canaveral, Fl",28.4083,-80.5666,,,caustic soda,,,,,,,1,"The USCG Marine Safety Office in Jacksonville, Florida notified the NOAA Scientific Support Coordinator that the barge TMI-80 was inbound to Port Canaveral under tow.  The barge had reportedly hit something in the water and was taking on water in the fore peak and at least one forward tank and the bow was two feet lower down in the water.  The barge was carrying a cargo of 50% caustic soda loaded in ten tanks.  The suspected damaged tanks were not loaded with any cargo.  USCG district 7."
7278,1998-03-10,"Barge-Ship Coll.; Houston Ship Channel near Baytown, Texas","Houston Ship Channel near Baytown, Texas",29.7036,-94.9974,,,Calcium Chloride,,,,,,,1,"On 10MAR98, 1940 CST the SSC was notified of a barge/ship collision which had occurred in the Houston Ship Channel near Baytown, Texas.  The barge was carrying an unknown quantity of Calcium Chloride and was reported holed and taking on water.  The SSC provided chemical characterization and a fate and effect assessment to the Coast Guard.Upon further investigation it was determined that the barge was double hulled.  The outer hull had been breached but the inner hull had not and no product was released.  USCG district 8."
7279,1998-03-10,MV KATANIA; Manchester dock in the Houston Ship Channel,Manchester dock in the Houston Ship Channel,29.7222,-95.2351,,,"Sodium Cyanide, Calcium Oxide, and Kerosene",,,,,,,5,"The break-bulk carrier, M/V KATANIA, located at the Manchester dock in the Houston Ship Channel reported a fire in cargo hold #1.  The majority of cargo in the hold was paper products and wood dunnage but the hold also contained three 20' containers of Sodium Cyanide, 236 one ton bags of Calcium Oxide and several drums of Kerosene.  A unified command was established with Houston F.D. acting as OSC.  By 2400 the fire had been brought under control without damage to any of the hazardous cargo.  USCG district 8."
7276,1998-03-09,"Crane Barge; Wilmington, North Carolina","Wilmington, North Carolina",33.9833,-77.8683,,,diesel,,,,,,,7,"On the morning of March 9, 1998, MSO Wilmington saw a crane barge listing heavily at Point Peter, Wilmington, North Carolina.  A rainbow sheen was seen coming from the crane barge.  By noon the barge had sunk completely and a heavy rainbow sheen was bubbling up from it.  USCG district 5.  Keyword: sorbent boom."
7277,1998-03-09,"M/V Katania; Houston, Texas","Houston, Texas",29.7325,-95.1264,,,"sodium cyanide, calcium oxide, kerosene",,,,,,,6,"The break-bulk carrier, M/V Katania, located at the Manchester dock in the Houston Ship Channel, reported a fire in cargo hold #1.  The majority of cargo in the hold was paper products and wood dunnage but the hold also contained three 20-inch containers of sodium cyanide, 236 one-ton bags of calcium oxide, and several drums of kerosene.  A Unified Command was established with Houston Fire Department acting as OSC.  By midnight the fire had been brought under control without damage to any of the hazardous cargo.  USCG district 8.  Keyword: potential."
7275,1998-03-06,"T/B Genie Marie; Salsbury, Maryland","Salsbury, Maryland",38.345,-75.646,,,gasoline,,,,,,840000,7,"In the early morning of March 6, 1998, USCG ACT Baltimore was notified that the tug Barbary Coast lost her rudder and pushed the T/B Genie Marie aground in the Wicomico River near lighted Buoy 28.  The barge had 20,000 barrels of gasoline onboard.  USCG district 5.  Keyword: potential."
7274,1998-02-26,"Tug Florida Seahorse; Houma, Louisiana","Houma, Louisiana",29.0145,-90.5598,,,"diesel, hazardous material",,,,,,,20,"At 1930, February 26, 1998, MSO Morgan City was told that the tug, Florida Seahorse,  carrying 1000 gallons of diesel fuel, was sinking 3 miles south of the Houma, Louisiana navigational channel. When the tug's position was plotted, it was found to be buried 3 feet under mud and extremely close to the recorded position of a crude-oil pipeline. The morning of February 25, 1998, when salvors went on-scene, they were unable to locate the vessel.  The concern was that if the vessel  might rupture the pipeline causing a catastrophic loss of oil.  The incident was federalized.  MSO Morgan City directed the salvage operations; NOAA provided weather support.  USCG district 8.  Keyword: none."
7271,1998-02-23,"Caribbean Gulf Facility Catano; Catano, Puerto Rico","Catano, Puerto Rico",18.4333,-66.1083,,,jet fuel,,,,,,84000,7,"On February 23, 1998, a security guard at the Caribbean Gulf Refinery facility reported oil in the water.  Initially the amount was thought to be 2000 barrels of diesel fuel.  The source, as determined by USCG personnel, was a below-ground pipeline.  Boom was placed across a nearby canal where oil was seeping, containing most of the oil.  The T/S Dion, unloading just before the incident, was also boomed.A USCG helicopter overflight on February 23 determined that all the product was contained in the booms.  Sorbent pads and two vacuum trucks were used in the canal to recover discharged oil.  Samples of the spilled oil spilled from the pipeline and the T/S Dion were collected.  Visual inspection indicated noticeable differences between the two.  Two trenches were dug to act as collection points significantly increasing the efficiency of the trucks.  USCG district 7.  Keyword: boom, vacuum truck, sorbent pads."
7272,1998-02-23,"HOLTRACHEM Manufacturing; Orrington, Maine","Orrington, Maine",44.7277,-68.8279,,,"brine, mercuric chloride",,,,,,17000,1,"At approximately 0600 EST on 20 February 1998, a holding tank on the Holtrachem Manufacturing Facility in Orrington, Maine overflowed and spilling into a diked area.  The material spilled was 17,000 gallons of brine solution, mixed at 5-25 ppm with mercuric chloride, a mercury salt.  Some portion of the material overflowed the diked area and traveled  two-tenths of a mile to the Penobscot River.  The amount released is unknown at this time, but it is not suspected to be significant relative to the amount spilled.  USCG district 1."
7273,1998-02-23,"PR Diesel Spill; Catano, Puerto Rico","Catano, Puerto Rico",18.4414,-66.1207,,,"diesel, jet fuel",,,,,,,9,"AN UNDERGROUND PIPELINE AT THE GULF FACILITY IN CATANO, PR ISSPILLING OIL INTO A CREEK THAT EMPTIES INTO SAN JUAN HARBOR. THE LEAKIN THE PIPELINE WAS DETECTED BY FACILITY PERSONNEL AFTER THE T/S DIONHAD COMPLETED TRANSFERRING DIESEL TO FACILITY. FACILITY PERSONNELESTIMATE THAT APPROX 2000 BBLS OF PRODUCT IS UNACCOUNTED FOR. OIL ISBUBBLING UP THROUGH THE SOIL IN A CREEKBED AND FLOWING INTO THEHARBOR. BOOM IS DEPLOYED ACROSS THE MOUTH OF THE CREEK AND ISCONTAINING THE MAJORITY OF THE SPILLED OIL. A SECOND LINE OF BOOM ISDEPLOYED AROUND THE TANKSHIP AND THE SOUTHWESTERN CORNER OF SAN JUANHARBOR. APPROXIMATELY 300 BBLS HAS ESCAPED THE PRIMARY CONTAINMENTAND IS WITHIN THE SECONDARY CONTAINMENT. VAC TRUCKS ARE RECOVERINGOIL FROM THE CREEK. THE FACILITY HIRED CROWLEY ENVIRONMENTAL ANDINDUCHEM TO CLEAN-UP SPILL AND ISOLATE LEAK.  USCG district 7."
7270,1998-02-18,"Oil Tank Spill; Cromwell, Connecticut","Cromwell, Connecticut",41.5833,-72.65,,,heating oil,,,,,,2000,10,"The USCG MSO Long Island Sound responded to a ruptured oil tank that spilled approximately 2,000 gallons of heating oil into a freshwater wetland area in the vicinity of Cromwell, CT. The responsible party was unable to assume responsibility for the clean-up. MSO LIS  obligated funds for $50,000 for contractor clean-up from the OSLTF.  USCG district 1.  Keyword: containment boom, hard boom, siphon dams, sorbent boom, vacuum trucks, weed cutters, weir/pump skimmer."
7269,1998-02-17,Barge DB26; Pascagoula Channel,Pascagoula Channel,30.2833,-88.5217,,,Raffinate,,,,,,1050000,5,"MSO Mobile contacted NOAA SSC Todd Bridgeman to report that the barge DB26 ran aground in the Pascagoula Channel near buoy 29.  Vessel is reportedly carrying 25,000 bbls of the product ""Raffinate"".  Raffinate is a mixture of hexane (20 - 60 percent), benzene (1 - 5 percent), toluene (1 - 5 percent), and heptane (20 - 60 percent).  The vessel is grounded in mud bottom approximately 2 nautical miles from shore.  NOAA SSC Brad Benggio is acting on behalf of Todd Bridgeman for this incident.  MSO Mobile requested trajectory support from NOAA Hazmat.  Vessel position is 30 deg. 17.0 min. N, 88 deg. 31.3 min. W.ALH  USCG district 8."
7268,1998-02-15,"M/V Manzur; Southwest Pass, Louisiana","Southwest Pass, Louisiana",28.7833,-89.3167,,,Hazardous Chemicals,,,,,,,15,"At 1520, February 15, 1998, The M/V Manzur reported to the USCG that a fire of unknown origin had broken out in their single cargo hold.  The hold had been sealed and the CO2 fire suppression system had been discharged into the hold; the vessel was making way under her own power toward Southwest Pass at the mouth of the Mississippi River.  An offshore supply vessel was standing by to render assistance if necessary.Hazardous cargo in the hold included approximately 123 metric tons of sodium cyanide, 11 metric tons of wet acid batteries, 14 metric tons of acetone, 592 sacks of quicklime, 6 drums of petroleum distillates, and 3 drums of octane.  USCG district 8."
7267,1998-02-04,IGC T/B 503; Portland Maine,Portland Maine,43.6383,-70.275,Oil,,#2 diesel,,,,,,13900,8,At approx. 0230 EST 04 February 1998 a leak was noticed from IGC Tank Barge #503 during a transfer operation on the Fore River's Star Terminal in Portland Maine in position 43-38.3'N  070-16.5'W.It is estimated that approx. 332 barrels of #2 diesel (home heating) oil leaked into the water.  The barge was boomed at the time of the incident.  It is unknown how much oil remained in the boom.  USCG district 1.
7266,1998-02-03,"M/V PACIFIC MAKO; FT LAUDERDALE BEACH, FL","FT LAUDERDALE BEACH, FL",26.0891,-80.1001,,,"IFO 180, Diesel",,,,,,80000,4,"POLREP ONE, POTENTIAL MAJOR, LOW PROBABILITY, CONTAINERSHIPPACIFIC MAKO LAYING BTWN REEFS .4 NM EAST OF FT LAUDERDALE BEACH, 2NM NORTH OF PORT EVERGLADES INLET, FL.  1.  SITUATION:A.  022200R FEB 98 CONTAINERSHIP PACIFIC MAKO PRESENTLY ANCHORED WITH2 ANCHORS LAYING IN TROUGH BTWN TWO REEFS .4 NM EAST OF FT LAUDERDALEBEACH, 2 NM NORTH OF PORT EVERGLADES INLET, FL.  VSL RPTS APPROX 22TONS OF I.F.O. AND 18 TONS OF DIESEL ONBOARD.  USCG district 7."
7265,1998-01-30,INCE EXPRESS; Wake Island,Wake Island,19.2604,166.623,,,"copper concentrates, zinc",,,,,,34200000,30,"The bulk carrier M/V INCE EXPRESS is reported to be taking on water as a result of cracks or hull fractures in the starboard and port bow.  The vessel is off the south shore of Wake Island in the vicinity of the entrance to the port.  NOAA NWS reports that winds were varying between NE and SE at about 10 knots with 9-10 ft of swell out of the northwest.  Water is entering the cargo hold No. 1 and some of the cargo (copper concentrates) was reported escaping.  Cargo on board consists of 17,103 metric tons (MT) copper concentrates in holds #1 & #4; 14,407 MT  (beep bulp?) pellets in holds #2 & #5; and 5, 532 MT zinc in hold #3.   An unknown quantity of fuel is on board.  Salvage personnel and divers are on scene and developing a repair plan.  The plan will most likely include bringing the vessel into the port dock once the fuel barge currently there has completed off loading its cargo of aviation fuel.  USCG district 14."
7264,1998-01-29,"Savannah River Spill; Savannah, Georgia","Savannah, Georgia",32.0806,-81.0794,,,oily sediment,,,,,,4000,11,"MSO Savannah contacted the NOAA SSC at about 1800, January 29, 1998, to discuss a situation to which they were responding.  During some excavation behind a bulkhead along the Savannah River, oil-saturated sediment was found.  The bulkhead was at the Georgia Ports Authority, Ocean Terminal Facility near the Talmadge Bridge that spans the river from Georgia to South Carolina.  The area of saturated oily sediment was estimated to be 200 feet x 100 feet x 20 feet deep.  The USCG estimated that there were 10,000 to 20,000 gallons of oily liquid behind the bulkhead with perhaps 2,000 to 4,000 gallons being pure oil.  USCG district 7.  Keyword: boom, excavation/construction, oily sediment, skimmers."
